epoch;val_ids;proposal_size
158;ctslice7176_1;[65536,0,0,0,0]
159;ctslice6821_2;[65147,0,389,0,0]
160;ctslice5797_1;[65536,0,0,0,0]
161;ctslice6524_1;[59690,1277,3022,1547,0]
162;ctslice6493_1;[64039,10,0,0,1487]
163;ctslice6113_1;[65536,0,0,0,0]
164;ctslice3754_2;[65503,4,29,0,0]
165;ctslice8032_3;[64669,0,867,0,0]
166;ctslice1591_1;[65536,0,0,0,0]
167;ctslice3166_3;[63885,7,806,443,395]
168;ctslice5218_1;[64973,300,0,0,263]
169;ctslice5105_2;[52671,4100,3068,5697,0]
170;ctslice5607_3;[54046,3232,2549,2504,3205]
171;ctslice5171_2;[64856,15,109,556,0]
172;ctslice6224_2;[65536,0,0,0,0]
173;ctslice6288_3;[64042,0,1482,0,12]
174;ctslice395_1;[52031,2350,2709,4732,3714]
175;ctslice7111_2;[65536,0,0,0,0]
176;ctslice412_1;[64625,0,0,0,911]
177;ctslice5753_3;[65536,0,0,0,0]
178;ctslice1008_3;[65536,0,0,0,0]
179;ctslice4301_2;[65536,0,0,0,0]
180;ctslice2312_2;[65536,0,0,0,0]
181;ctslice3385_3;[65536,0,0,0,0]
182;ctslice1034_2;[53008,3537,2161,2694,4136]
183;ctslice3397_3;[65449,8,79,0,0]
184;ctslice2952_2;[65536,0,0,0,0]
185;ctslice2119_2;[65333,0,203,0,0]
186;ctslice938_2;[55737,4012,973,2808,2006]
187;ctslice7708_2;[65135,0,401,0,0]
188;ctslice6078_3;[58638,1532,2436,666,2264]
189;ctslice4786_2;[57788,1716,3429,2603,0]
190;ctslice7969_2;[65331,69,136,0,0]
191;ctslice1364_2;[65536,0,0,0,0]
192;ctslice6096_3;[64666,0,870,0,0]
193;ctslice256_2;[52566,3783,5413,3528,246]
194;ctslice3857_1;[65536,0,0,0,0]
195;ctslice1649_3;[65524,0,0,0,12]
196;ctslice616_3;[53670,3341,2224,4214,2087]
197;ctslice6652_2;[65533,0,3,0,0]
198;ctslice5243_2;[64972,0,79,485,0]
199;ctslice3948_2;[65536,0,0,0,0]
200;ctslice2326_1;[62983,935,693,925,0]
201;ctslice1129_2;[50522,4840,2559,6239,1376]
202;ctslice7238_2;[65536,0,0,0,0]
203;ctslice4361_2;[65536,0,0,0,0]
204;ctslice1522_3;[65509,27,0,0,0]
205;ctslice7859_2;[65536,0,0,0,0]
206;ctslice3945_1;[65536,0,0,0,0]
207;ctslice8378_3;[65536,0,0,0,0]
208;ctslice5601_1;[65536,0,0,0,0]
209;ctslice7341_2;[60121,1122,1446,2101,746]
210;ctslice6652_1;[65534,0,2,0,0]
211;ctslice8311_3;[57133,2045,5657,173,528]
212;ctslice2344_2;[65536,0,0,0,0]
213;ctslice6118_3;[61431,1300,1182,1623,0]
214;ctslice5727_3;[65536,0,0,0,0]
215;ctslice675_3;[62089,1040,2079,328,0]
216;ctslice5769_2;[57175,2004,3618,2739,0]
217;ctslice1175_3;[65536,0,0,0,0]
218;ctslice6277_3;[65536,0,0,0,0]
219;ctslice3517_3;[65536,0,0,0,0]
220;ctslice6432_2;[57247,795,3426,1240,2828]
221;ctslice7820_2;[65536,0,0,0,0]
222;ctslice2837_3;[57130,3729,688,3334,655]
223;ctslice6375_1;[60579,1354,2732,307,564]
224;ctslice6644_2;[65536,0,0,0,0]
225;ctslice7912_2;[52997,4121,488,3622,4308]
226;ctslice69_1;[65198,0,31,0,307]
227;ctslice4105_2;[65536,0,0,0,0]
228;ctslice1631_1;[65536,0,0,0,0]
229;ctslice473_1;[65536,0,0,0,0]
230;ctslice8229_2;[53928,2682,1054,2981,4891]
231;ctslice6491_3;[60171,1050,1690,2625,0]
232;ctslice5106_1;[57711,3379,918,2740,788]
233;ctslice2384_1;[64923,0,613,0,0]
234;ctslice1458_1;[54908,2220,6693,1565,150]
235;ctslice7680_1;[65536,0,0,0,0]
236;ctslice6379_2;[65536,0,0,0,0]
237;ctslice411_3;[65480,56,0,0,0]
238;ctslice4892_1;[65536,0,0,0,0]
239;ctslice2738_3;[65536,0,0,0,0]
240;ctslice5627_2;[65273,259,0,4,0]
241;ctslice3841_3;[51703,3466,1476,3381,5510]
242;ctslice4244_3;[65536,0,0,0,0]
243;ctslice5874_3;[61534,562,1937,521,982]
244;ctslice6256_2;[55691,2262,3539,2053,1991]
245;ctslice4323_2;[65536,0,0,0,0]
246;ctslice7841_2;[65536,0,0,0,0]
247;ctslice3205_3;[59830,1805,2608,627,666]
248;ctslice4678_3;[65536,0,0,0,0]
249;ctslice901_2;[62154,132,825,0,2425]
250;ctslice4851_2;[65536,0,0,0,0]
251;ctslice1490_1;[65536,0,0,0,0]
252;ctslice7386_3;[54993,3522,4874,1506,641]
253;ctslice3737_1;[65536,0,0,0,0]
254;ctslice7120_3;[65536,0,0,0,0]
255;ctslice5488_1;[64067,438,871,160,0]
256;ctslice6928_2;[65536,0,0,0,0]
257;ctslice1393_1;[65536,0,0,0,0]
258;ctslice5021_3;[60423,0,4068,1045,0]
259;ctslice3791_2;[65536,0,0,0,0]
260;ctslice3783_1;[58311,1621,2090,3514,0]
261;ctslice341_1;[60168,226,5017,125,0]
262;ctslice4056_2;[65203,293,35,5,0]
263;ctslice180_2;[65345,0,0,0,191]
264;ctslice3746_2;[65536,0,0,0,0]
265;ctslice6267_3;[65536,0,0,0,0]
266;ctslice4915_2;[55145,3580,1416,2958,2437]
267;ctslice7842_2;[57887,1615,4611,831,592]
268;ctslice837_1;[65536,0,0,0,0]
269;ctslice4272_2;[61474,502,2804,756,0]
270;ctslice7115_3;[65536,0,0,0,0]
271;ctslice7297_1;[55834,2705,3808,3189,0]
272;ctslice4437_3;[65536,0,0,0,0]
273;ctslice5764_2;[64194,1,1265,60,16]
274;ctslice7551_2;[58772,1732,962,2879,1191]
275;ctslice1267_3;[65536,0,0,0,0]
276;ctslice7119_1;[59054,3418,399,2665,0]
277;ctslice7121_1;[65536,0,0,0,0]
278;ctslice375_1;[51594,4254,3102,5129,1457]
279;ctslice7820_3;[65536,0,0,0,0]
280;ctslice5295_3;[65536,0,0,0,0]
281;ctslice7213_3;[63456,0,1262,12,806]
282;ctslice2515_3;[65536,0,0,0,0]
283;ctslice6043_1;[65536,0,0,0,0]
284;ctslice3414_2;[64746,0,765,0,25]
285;ctslice360_2;[51985,3435,4994,2346,2776]
286;ctslice8381_3;[55801,2977,1005,3416,2337]
287;ctslice4515_3;[65536,0,0,0,0]
288;ctslice4023_1;[59907,44,4789,94,702]
289;ctslice455_3;[65536,0,0,0,0]
290;ctslice6849_2;[64535,83,324,594,0]
291;ctslice3892_1;[54859,4330,1170,5177,0]
292;ctslice5100_2;[65466,0,70,0,0]
293;ctslice1645_1;[57209,3078,2555,2492,202]
294;ctslice2377_2;[56205,2302,2845,2043,2141]
295;ctslice348_1;[65392,0,144,0,0]
296;ctslice7329_1;[63381,0,2155,0,0]
297;ctslice7527_2;[65511,0,8,0,17]
298;ctslice7206_3;[55670,3833,3000,2828,205]
299;ctslice1799_3;[65536,0,0,0,0]
300;ctslice3431_2;[47954,4822,6119,4739,1902]
301;ctslice6445_2;[65518,0,18,0,0]
302;ctslice4989_2;[65536,0,0,0,0]
303;ctslice1234_1;[65536,0,0,0,0]
304;ctslice999_2;[65536,0,0,0,0]
305;ctslice4685_1;[65536,0,0,0,0]
306;ctslice5625_1;[65398,0,138,0,0]
307;ctslice3321_1;[50922,4227,4713,3485,2189]
308;ctslice6602_1;[65536,0,0,0,0]
309;ctslice6792_2;[65069,143,324,0,0]
310;ctslice1555_3;[58629,3370,754,2383,400]
311;ctslice1628_3;[65536,0,0,0,0]
312;ctslice3893_2;[63811,0,1444,62,219]
313;ctslice7225_2;[57125,696,4508,1994,1213]
314;ctslice7576_3;[57004,1399,3103,1621,2409]
315;ctslice3103_3;[60560,431,4003,212,330]
316;ctslice7411_1;[65536,0,0,0,0]
317;ctslice3343_2;[65533,3,0,0,0]
318;ctslice401_1;[65536,0,0,0,0]
319;ctslice7413_2;[64379,194,594,369,0]
320;ctslice7132_1;[61880,318,2547,0,791]
321;ctslice6661_3;[65536,0,0,0,0]
322;ctslice1221_3;[65536,0,0,0,0]
323;ctslice1230_1;[55426,4134,2430,3546,0]
324;ctslice6266_3;[63076,0,2339,69,52]
325;ctslice5989_2;[56130,1526,5682,2198,0]
326;ctslice2049_1;[62750,187,1407,0,1192]
327;ctslice4572_3;[65536,0,0,0,0]
328;ctslice635_2;[54696,1868,5189,2254,1529]
329;ctslice1789_2;[55824,3769,1548,4395,0]
330;ctslice2597_2;[61541,1043,2539,413,0]
331;ctslice7073_2;[65536,0,0,0,0]
332;ctslice454_1;[65536,0,0,0,0]
333;ctslice7671_1;[65536,0,0,0,0]
334;ctslice2549_2;[53600,3114,5212,2356,1254]
335;ctslice1688_3;[64172,0,0,0,1364]
336;ctslice376_1;[63980,0,1556,0,0]
337;ctslice6749_3;[63192,66,2278,0,0]
338;ctslice4572_2;[65536,0,0,0,0]
339;ctslice5584_3;[65536,0,0,0,0]
340;ctslice7675_3;[62225,1878,384,1049,0]
341;ctslice701_1;[65536,0,0,0,0]
342;ctslice6975_2;[65536,0,0,0,0]
343;ctslice3467_2;[63260,1011,224,1041,0]
344;ctslice508_3;[65536,0,0,0,0]
345;ctslice6682_2;[59321,2313,956,2946,0]
346;ctslice1016_3;[64872,126,96,442,0]
347;ctslice7946_1;[61399,1766,963,1403,5]
348;ctslice5692_2;[65520,0,16,0,0]
349;ctslice7373_1;[60807,759,2760,1087,123]
350;ctslice3208_2;[59538,1192,4806,0,0]
351;ctslice2113_3;[54512,1150,3350,3344,3180]
352;ctslice4968_2;[59492,2556,566,2922,0]
353;ctslice210_1;[62796,600,666,1474,0]
354;ctslice2216_3;[65536,0,0,0,0]
355;ctslice6044_1;[65536,0,0,0,0]
356;ctslice4410_3;[65536,0,0,0,0]
357;ctslice1106_1;[65431,0,105,0,0]
358;ctslice5404_2;[61096,2808,147,481,1004]
359;ctslice7105_1;[58751,1288,2531,2966,0]
360;ctslice7336_1;[65513,23,0,0,0]
361;ctslice180_3;[65536,0,0,0,0]
362;ctslice2833_2;[61381,73,2382,0,1700]
363;ctslice321_2;[61466,444,1941,26,1659]
364;ctslice8017_1;[54757,1754,3007,2743,3275]
365;ctslice1285_2;[57279,2519,3322,2416,0]
366;ctslice3301_3;[52217,3104,1215,3855,5145]
367;ctslice7173_1;[59103,200,6233,0,0]
368;ctslice6484_1;[65536,0,0,0,0]
369;ctslice5733_1;[65272,2,262,0,0]
370;ctslice3689_2;[64396,21,1119,0,0]
371;ctslice8198_1;[61618,969,2461,488,0]
372;ctslice4455_1;[62017,1620,385,1514,0]
373;ctslice6735_1;[65504,0,32,0,0]
374;ctslice8149_1;[65061,282,26,167,0]
375;ctslice802_2;[65536,0,0,0,0]
376;ctslice6045_1;[65536,0,0,0,0]
377;ctslice3082_2;[65536,0,0,0,0]
378;ctslice3961_2;[60451,4109,34,725,217]
379;ctslice3973_1;[65271,265,0,0,0]
380;ctslice5906_1;[65536,0,0,0,0]
381;ctslice8389_3;[65536,0,0,0,0]
382;ctslice6681_2;[65536,0,0,0,0]
383;ctslice708_3;[50980,3295,8624,1218,1419]
384;ctslice6255_2;[65536,0,0,0,0]
385;ctslice4726_3;[56851,2894,2850,2929,12]
386;ctslice5392_1;[62633,167,2736,0,0]
387;ctslice4579_2;[65536,0,0,0,0]
388;ctslice4387_3;[65524,0,12,0,0]
389;ctslice8121_2;[65536,0,0,0,0]
390;ctslice2019_1;[59036,895,2910,2688,7]
391;ctslice3081_3;[65536,0,0,0,0]
392;ctslice3185_1;[61889,2136,399,1112,0]
393;ctslice2665_2;[65536,0,0,0,0]
394;ctslice7693_2;[65536,0,0,0,0]
395;ctslice4832_2;[64321,141,963,111,0]
396;ctslice7936_2;[65536,0,0,0,0]
397;ctslice5268_1;[50111,2279,5095,3995,4056]
398;ctslice6259_3;[65310,226,0,0,0]
399;ctslice7972_1;[64425,0,901,210,0]
400;ctslice3989_3;[65536,0,0,0,0]
401;ctslice3597_3;[65536,0,0,0,0]
402;ctslice2294_3;[65536,0,0,0,0]
403;ctslice918_2;[65536,0,0,0,0]
404;ctslice2274_1;[65037,0,499,0,0]
405;ctslice5140_3;[54055,3322,3771,2410,1978]
406;ctslice879_1;[58796,3594,646,2312,188]
407;ctslice4535_2;[57708,1746,3828,2254,0]
408;ctslice1720_1;[53623,2595,2573,3122,3623]
409;ctslice6806_2;[65536,0,0,0,0]
410;ctslice2946_1;[65536,0,0,0,0]
411;ctslice7656_1;[65511,0,25,0,0]
412;ctslice2259_1;[65536,0,0,0,0]
413;ctslice694_2;[65536,0,0,0,0]
414;ctslice4548_1;[59441,2466,746,2883,0]
415;ctslice6993_3;[53843,2601,2046,4184,2862]
416;ctslice8314_3;[51004,3116,3365,3982,4069]
417;ctslice6052_3;[64188,9,390,949,0]
418;ctslice64_2;[61659,169,3593,22,93]
419;ctslice6939_2;[65536,0,0,0,0]
420;ctslice1317_3;[65536,0,0,0,0]
421;ctslice2852_1;[65536,0,0,0,0]
422;ctslice6673_3;[65536,0,0,0,0]
423;ctslice1295_3;[65510,0,26,0,0]
424;ctslice6423_2;[65536,0,0,0,0]
425;ctslice8233_2;[56047,2995,3370,1913,1211]
426;ctslice6003_2;[65536,0,0,0,0]
427;ctslice1299_1;[65536,0,0,0,0]
428;ctslice4661_1;[65536,0,0,0,0]
429;ctslice2067_1;[65536,0,0,0,0]
430;ctslice5798_1;[65417,0,105,0,14]
431;ctslice498_3;[65536,0,0,0,0]
432;ctslice4260_3;[56793,1321,3967,2817,638]
433;ctslice7234_1;[64042,0,174,31,1289]
434;ctslice4259_2;[65536,0,0,0,0]
435;ctslice6551_1;[65536,0,0,0,0]
436;ctslice3952_2;[61376,930,1166,2064,0]
437;ctslice3550_1;[54536,4346,773,4345,1536]
438;ctslice273_1;[65536,0,0,0,0]
439;ctslice7916_1;[59088,0,5907,0,541]
440;ctslice5305_2;[65536,0,0,0,0]
441;ctslice7776_3;[65536,0,0,0,0]
442;ctslice7286_3;[62278,225,0,0,3033]
443;ctslice4924_2;[65536,0,0,0,0]
444;ctslice302_3;[65536,0,0,0,0]
445;ctslice5344_2;[65536,0,0,0,0]
446;ctslice6719_3;[57473,2924,1899,3240,0]
447;ctslice3335_1;[54888,3548,834,3386,2880]
448;ctslice2156_1;[60371,1662,1110,2323,70]
449;ctslice3272_3;[65536,0,0,0,0]
450;ctslice6041_3;[65536,0,0,0,0]
451;ctslice3541_2;[61903,403,1692,0,1538]
452;ctslice3263_1;[57765,1271,3250,3250,0]
453;ctslice846_2;[65536,0,0,0,0]
454;ctslice1453_1;[65127,0,0,0,409]
455;ctslice441_2;[65536,0,0,0,0]
456;ctslice7390_1;[65536,0,0,0,0]
457;ctslice3762_3;[57363,1928,4649,462,1134]
458;ctslice8038_2;[65536,0,0,0,0]
459;ctslice1107_3;[64862,0,222,0,452]
460;ctslice3395_2;[59397,912,1550,1469,2208]
461;ctslice438_2;[65195,289,0,52,0]
462;ctslice6623_3;[64847,433,42,15,199]
463;ctslice4044_2;[65536,0,0,0,0]
464;ctslice6630_2;[56350,1898,3918,3370,0]
465;ctslice2805_2;[65536,0,0,0,0]
466;ctslice94_1;[65536,0,0,0,0]
467;ctslice7368_1;[65536,0,0,0,0]
468;ctslice4258_1;[65536,0,0,0,0]
469;ctslice7721_3;[53625,3501,1795,2892,3723]
470;ctslice716_2;[65536,0,0,0,0]
471;ctslice4829_1;[53718,2096,4910,2325,2487]
472;ctslice567_3;[59914,1667,2596,326,1033]
473;ctslice2834_1;[65536,0,0,0,0]
474;ctslice2952_3;[65536,0,0,0,0]
475;ctslice1480_2;[62898,46,2248,199,145]
476;ctslice410_2;[62348,163,2083,883,59]
477;ctslice3360_3;[65536,0,0,0,0]
478;ctslice7981_1;[64791,213,86,446,0]
479;ctslice3821_3;[56631,2081,2566,2166,2092]
480;ctslice6469_1;[54976,1880,3501,2986,2193]
481;ctslice3058_3;[61046,4162,0,3,325]
482;ctslice3693_2;[65536,0,0,0,0]
483;ctslice4223_3;[65536,0,0,0,0]
484;ctslice2457_2;[55857,2565,4643,2471,0]
485;ctslice4756_2;[61125,222,4071,81,37]
486;ctslice4820_1;[65536,0,0,0,0]
487;ctslice6349_2;[65536,0,0,0,0]
488;ctslice4977_3;[65536,0,0,0,0]
489;ctslice1148_2;[65536,0,0,0,0]
490;ctslice934_2;[65536,0,0,0,0]
491;ctslice766_3;[60770,1981,1126,1659,0]
492;ctslice2736_3;[65384,0,0,0,152]
493;ctslice6448_3;[65536,0,0,0,0]
494;ctslice7269_2;[60150,1117,1937,206,2126]
495;ctslice7611_3;[60030,2009,657,2084,756]
496;ctslice8276_1;[65026,358,9,143,0]
497;ctslice8128_2;[55835,2113,4064,2895,629]
498;ctslice596_2;[65536,0,0,0,0]
499;ctslice2615_2;[64705,7,812,12,0]
500;ctslice4557_1;[65536,0,0,0,0]
501;ctslice3298_1;[58985,0,5726,0,825]
502;ctslice2314_3;[54904,3006,2148,2576,2902]
503;ctslice5755_3;[65536,0,0,0,0]
504;ctslice2241_3;[50639,2599,2589,5026,4683]
505;ctslice787_1;[63905,4,1627,0,0]
506;ctslice3586_3;[63842,1569,4,121,0]
507;ctslice5662_2;[58352,2958,1428,2798,0]
508;ctslice1342_3;[65536,0,0,0,0]
509;ctslice5024_2;[65536,0,0,0,0]
510;ctslice4966_3;[65536,0,0,0,0]
511;ctslice4255_2;[65536,0,0,0,0]
512;ctslice6020_2;[64178,42,1316,0,0]
513;ctslice2023_1;[64517,0,35,0,984]
514;ctslice6189_1;[65536,0,0,0,0]
515;ctslice3057_1;[65424,83,1,28,0]
516;ctslice3490_2;[65536,0,0,0,0]
517;ctslice4991_3;[60086,1233,2540,24,1653]
518;ctslice6789_2;[65536,0,0,0,0]
519;ctslice8275_2;[55257,2579,5066,677,1957]
520;ctslice4977_2;[65517,0,0,19,0]
521;ctslice7304_2;[65536,0,0,0,0]
522;ctslice7958_3;[65357,0,0,0,179]
523;ctslice5682_2;[61904,1459,625,1548,0]
524;ctslice167_1;[65536,0,0,0,0]
525;ctslice6327_1;[65414,122,0,0,0]
526;ctslice2765_2;[65536,0,0,0,0]
527;ctslice1464_3;[56841,1113,4563,2522,497]
528;ctslice2831_1;[60374,2170,838,2154,0]
529;ctslice4921_3;[58221,1726,3361,2228,0]
530;ctslice477_1;[65536,0,0,0,0]
531;ctslice3993_3;[59563,1126,2710,2137,0]
532;ctslice7972_3;[65367,0,169,0,0]
533;ctslice275_1;[65114,15,374,33,0]
534;ctslice2836_1;[48748,4826,1974,6202,3786]
535;ctslice3145_2;[59336,2334,928,1728,1210]
536;ctslice4960_2;[65536,0,0,0,0]
537;ctslice4226_3;[60123,1988,691,2734,0]
538;ctslice4716_3;[62908,854,0,0,1774]
539;ctslice5089_2;[58253,1122,6161,0,0]
540;ctslice7913_2;[65536,0,0,0,0]
541;ctslice231_1;[62536,0,2347,0,653]
542;ctslice524_2;[65536,0,0,0,0]
543;ctslice2753_3;[63856,392,638,650,0]
544;ctslice7056_2;[62389,19,2013,0,1115]
545;ctslice50_3;[50212,3371,11092,861,0]
546;ctslice3540_2;[61843,530,2672,491,0]
547;ctslice2671_2;[65536,0,0,0,0]
548;ctslice6569_3;[65536,0,0,0,0]
549;ctslice688_1;[61369,2004,1030,1115,18]
550;ctslice3654_3;[58455,2511,1004,2861,705]
551;ctslice5141_2;[65536,0,0,0,0]
552;ctslice2142_3;[57974,2480,2336,1825,921]
553;ctslice7541_3;[65249,53,0,0,234]
554;ctslice4268_3;[65536,0,0,0,0]
555;ctslice4442_1;[65536,0,0,0,0]
556;ctslice6445_1;[65482,40,14,0,0]
557;ctslice8135_3;[64059,595,178,704,0]
558;ctslice1598_2;[51658,4515,2301,6201,861]
559;ctslice743_3;[63635,0,60,0,1841]
560;ctslice3641_1;[53418,2941,2532,4152,2493]
561;ctslice1235_3;[65510,0,0,0,26]
