val_ids;val_gt_size;dumbpredwtags;dumbprednotags;dumbpredselect
Subj_0_98.png;[65068,468];[64957, 579];[64957,579];[64957,579]
Subj_0_99.png;[65203,333];[64957, 579];[64957,579];[64957,579]
Subj_10_0.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_1.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_10.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_100.png;[65030,506];[64957, 579];[64957,579];[64957,579]
Subj_10_101.png;[65300,236];[64957, 579];[64957,579];[0,0]
Subj_10_102.png;[65506,30];[64957, 579];[64957,579];[64957,579]
Subj_10_103.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_10_104.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_105.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_106.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_10_107.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_108.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_109.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_11.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_110.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_111.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_112.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_113.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_114.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_115.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_116.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_117.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_118.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_10_119.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_12.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_120.png;[65530,6];[64957, 579];[64957,579];[0,0]
Subj_10_121.png;[65470,66];[64957, 579];[64957,579];[0,0]
Subj_10_122.png;[65192,344];[64957, 579];[64957,579];[64957,579]
Subj_10_123.png;[64956,580];[64957, 579];[64957,579];[64957,579]
Subj_10_124.png;[64925,611];[64957, 579];[64957,579];[64957,579]
Subj_10_125.png;[64925,611];[64957, 579];[64957,579];[64957,579]
Subj_10_126.png;[64925,611];[64957, 579];[64957,579];[64957,579]
Subj_10_127.png;[64925,611];[64957, 579];[64957,579];[64957,579]
Subj_10_128.png;[64955,581];[64957, 579];[64957,579];[64957,579]
Subj_10_129.png;[65078,458];[64957, 579];[64957,579];[64957,579]
Subj_10_13.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_130.png;[65345,191];[64957, 579];[64957,579];[0,0]
Subj_10_131.png;[65517,19];[64957, 579];[64957,579];[0,0]
Subj_10_132.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_133.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_134.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_135.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_136.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_137.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_10_138.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_139.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_14.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_140.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_141.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_142.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_10_143.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_10_144.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_10_145.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_10_146.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_10_147.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_10_148.png;[65526,10];[64957, 579];[64957,579];[0,0]
Subj_10_149.png;[65479,57];[64957, 579];[64957,579];[0,0]
Subj_10_15.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_150.png;[65289,247];[64957, 579];[64957,579];[64957,579]
Subj_10_151.png;[65097,439];[64957, 579];[64957,579];[64957,579]
Subj_10_152.png;[64996,540];[64957, 579];[64957,579];[64957,579]
Subj_10_153.png;[64978,558];[64957, 579];[64957,579];[64957,579]
Subj_10_154.png;[64985,551];[64957, 579];[64957,579];[64957,579]
Subj_10_155.png;[65019,517];[64957, 579];[64957,579];[64957,579]
Subj_10_156.png;[65127,409];[64957, 579];[64957,579];[64957,579]
Subj_10_157.png;[65263,273];[64957, 579];[64957,579];[64957,579]
Subj_10_158.png;[65458,78];[64957, 579];[64957,579];[0,0]
Subj_10_159.png;[65521,15];[64957, 579];[64957,579];[0,0]
Subj_10_16.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_160.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_10_161.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_162.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_163.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_164.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_165.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_166.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_167.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_168.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_169.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_17.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_170.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_171.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_10_172.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_10_173.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_10_174.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_10_175.png;[65523,13];[64957, 579];[64957,579];[65536,0]
Subj_10_176.png;[65492,44];[64957, 579];[64957,579];[0,0]
Subj_10_177.png;[65342,194];[64957, 579];[64957,579];[64957,579]
Subj_10_178.png;[65154,382];[64957, 579];[64957,579];[64957,579]
Subj_10_179.png;[65072,464];[64957, 579];[64957,579];[64957,579]
Subj_10_18.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_180.png;[65079,457];[64957, 579];[64957,579];[64957,579]
Subj_10_181.png;[65112,424];[64957, 579];[64957,579];[64957,579]
Subj_10_182.png;[65196,340];[64957, 579];[64957,579];[64957,579]
Subj_10_183.png;[65349,187];[64957, 579];[64957,579];[64957,579]
Subj_10_184.png;[65471,65];[64957, 579];[64957,579];[65536,0]
Subj_10_185.png;[65532,4];[64957, 579];[64957,579];[0,0]
Subj_10_186.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_10_187.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_10_188.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_10_189.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_10_19.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_190.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_10_191.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_10_192.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_10_193.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_194.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_10_195.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_10_196.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_10_197.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_10_198.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_10_199.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_10_2.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_20.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_200.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_201.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_202.png;[65451,85];[64957, 579];[64957,579];[0,0]
Subj_10_203.png;[65219,317];[64957, 579];[64957,579];[64957,579]
Subj_10_204.png;[65139,397];[64957, 579];[64957,579];[64957,579]
Subj_10_205.png;[65132,404];[64957, 579];[64957,579];[64957,579]
Subj_10_206.png;[65187,349];[64957, 579];[64957,579];[64957,579]
Subj_10_207.png;[65347,189];[64957, 579];[64957,579];[0,0]
Subj_10_208.png;[65498,38];[64957, 579];[64957,579];[0,0]
Subj_10_209.png;[65534,2];[64957, 579];[64957,579];[65536,0]
Subj_10_21.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_210.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_10_211.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_212.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_10_213.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_10_214.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_10_215.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_216.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_10_217.png;[65536,0];[65536, 0];[64957,579];[65536,0]
